course_id;course_title;url;is_paid;price;num_subscribers;num_reviews;num_lectures;level;content_duration;published_timestamp;subject
1070968;kimia farma 236 jl. danau batur raya. tm griya. jimbaran;jl. danau batur raya. tm griya. jimbaran;kimia farma 236 jl. danau batur raya. tm griya. jimbaran;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 236
1070968;Balimed Negara Jl. Hayam Wuruk No.23, Kel, Dangin Tukadaya, Kec. Jembrana, Kabupaten Jembrana, Bali 82218, Indonesia;Jl. Hayam Wuruk No.23, Kel, Dangin Tukadaya, Kec. Jembrana, Kabupaten Jembrana, Bali 82218, Indonesia;Balimed Negara Jl. Hayam Wuruk No.23, Kel, Dangin Tukadaya, Kec. Jembrana, Kabupaten Jembrana, Bali 82218, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Balimed Negara
1070968;rs. balimed negara jl. hayam wuruk no.23 desa dangintukadaya;jl. hayam wuruk no.23 desa dangintukadaya;rs. balimed negara jl. hayam wuruk no.23 desa dangintukadaya;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Balimed Negara
1070968;RS. BALIMED NEGARA JL. HAYAM WURUK NO.23 DESA DANGINTUKADAYA;JL. HAYAM WURUK NO.23 DESA DANGINTUKADAYA;RS. BALIMED NEGARA JL. HAYAM WURUK NO.23 DESA DANGINTUKADAYA;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Balimed Negara
1070968;Harapan Bunda Tukad Unda St No.1, Sumerta Kelod, East Denpasar, Denpasar City, Bali 80234, Indonesia;Tukad Unda St No.1, Sumerta Kelod, East Denpasar, Denpasar City, Bali 80234, Indonesia;Harapan Bunda Tukad Unda St No.1, Sumerta Kelod, East Denpasar, Denpasar City, Bali 80234, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Harapan Bunda
1070968;Bhakti Rahayu Tabanan Jl. Batukaru No.2, Denbantas, Kec. Tabanan, Kabupaten Tabanan, Bali 82115, Indonesia;Jl. Batukaru No.2, Denbantas, Kec. Tabanan, Kabupaten Tabanan, Bali 82115, Indonesia;Bhakti Rahayu Tabanan Jl. Batukaru No.2, Denbantas, Kec. Tabanan, Kabupaten Tabanan, Bali 82115, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bhakti Rahayu Tabanan
1070968;Kimia Farma 118 Jl. A.Yani. P.Pinang;Jl. A.Yani. P.Pinang;Kimia Farma 118 Jl. A.Yani. P.Pinang;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 118
1070968;Ananda Cilegon Jl. Raya Anyar Km No.8, Citangkil, Kec. Citangkil, Kota Cilegon, Banten 42441, Indonesia;Jl. Raya Anyar Km No.8, Citangkil, Kec. Citangkil, Kota Cilegon, Banten 42441, Indonesia;Ananda Cilegon Jl. Raya Anyar Km No.8, Citangkil, Kec. Citangkil, Kota Cilegon, Banten 42441, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Ananda Cilegon
1070968;Klinik Ananda Cilegon Jl. R. Suprapto Km.8;Jl. R. Suprapto Km.8;Klinik Ananda Cilegon Jl. R. Suprapto Km.8;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Ananda Cilegon
1070968;KLINIK ANANDA CILEGON JL. R. SUPRAPTO KM.8;JL. R. SUPRAPTO KM.8;KLINIK ANANDA CILEGON JL. R. SUPRAPTO KM.8;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Ananda Cilegon
1070968;Tazkiya Jl. Sunan Ampel III No.6, Kebonsari, Kec. Citangkil, Kota Cilegon, Banten 42443, Indonesia;Jl. Sunan Ampel III No.6, Kebonsari, Kec. Citangkil, Kota Cilegon, Banten 42443, Indonesia;Tazkiya Jl. Sunan Ampel III No.6, Kebonsari, Kec. Citangkil, Kota Cilegon, Banten 42443, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Tazkiya
1070968;Bona Medika Festival Ruko Blok A No. 31-32, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Festival Ruko Blok A No. 31-32, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Bona Medika Festival Ruko Blok A No. 31-32, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bona Medika
1070968;klinik bona medika festival ruko, blok b10-11, bonakarta;festival ruko, blok b10-11, bonakarta;klinik bona medika festival ruko, blok b10-11, bonakarta;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bona Medika
1070968;KLINIK BONA MEDIKA FESTIVAL RUKO, BLOK B10-11, BONAKARTA;FESTIVAL RUKO, BLOK B10-11, BONAKARTA;KLINIK BONA MEDIKA FESTIVAL RUKO, BLOK B10-11, BONAKARTA;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bona Medika
1070968;Mutiara Bunda Cilegon Jl. SA. Tirtayasa No.86, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Jl. SA. Tirtayasa No.86, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Mutiara Bunda Cilegon Jl. SA. Tirtayasa No.86, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Mutiara Bunda Cilegon
1070968;rsia mutiara bunda cilegon jl. sa tirtayasa no.86;jl. sa tirtayasa no.86;rsia mutiara bunda cilegon jl. sa tirtayasa no.86;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Mutiara Bunda Cilegon
1070968;Kimia Farma 140 Jl. SA. Tirtayasa No.12, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Jl. SA. Tirtayasa No.12, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Kimia Farma 140 Jl. SA. Tirtayasa No.12, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 140
1070968;klinik & apotek kf 140 jl.  s.a. tirtayasa no 12;jl.  s.a. tirtayasa no 12;klinik & apotek kf 140 jl.  s.a. tirtayasa no 12;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 141
1070968;Fatimah Cilegon Jl. Raya Cilegon, Cibeber, Kec. Cibeber, Kota Cilegon, Banten 42162, Indonesia;Jl. Raya Cilegon, Cibeber, Kec. Cibeber, Kota Cilegon, Banten 42162, Indonesia;Fatimah Cilegon Jl. Raya Cilegon, Cibeber, Kec. Cibeber, Kota Cilegon, Banten 42162, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Fatimah Cilegon
1070968;klinik fatimah cilegon jl. ahmad yani km. 14 ruko monalisa b1 no. 1 linkcibeber timur rt. 01 rw 01;jl. ahmad yani km. 14 ruko monalisa b1 no. 1 linkcibeber timur rt. 01 rw 01;klinik fatimah cilegon jl. ahmad yani km. 14 ruko monalisa b1 no. 1 linkcibeber timur rt. 01 rw 01;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Fatimah Cilegon
1070968;Kurnia Cilegon Jl. Jombang Masjid No.4, Jombang Wetan, Kec. Jombang, Kota Cilegon, Banten 42411, Indonesia;Jl. Jombang Masjid No.4, Jombang Wetan, Kec. Jombang, Kota Cilegon, Banten 42411, Indonesia;Kurnia Cilegon Jl. Jombang Masjid No.4, Jombang Wetan, Kec. Jombang, Kota Cilegon, Banten 42411, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kurnia Cilegon
1070968;rsia kurnia cilegon jl. jombang masjid no.4;jl. jombang masjid no.4;rsia kurnia cilegon jl. jombang masjid no.4;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kurnia Cilegon
1070968;Keluarga Pulo Ampel Jalur Merak - Serdang No.20, Sumuranja, Puloampel, Serang, Banten 42455, Indonesia;Jalur Merak - Serdang No.20, Sumuranja, Puloampel, Serang, Banten 42455, Indonesia;Keluarga Pulo Ampel Jalur Merak - Serdang No.20, Sumuranja, Puloampel, Serang, Banten 42455, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Keluarga Pulo Ampel
1070968;Biomed Cab. Cilegon Jl. Raya Cilegon No.130, Sukmajaya, Kec. Jombang, Kota Cilegon, Banten 42423, Indonesia;Jl. Raya Cilegon No.130, Sukmajaya, Kec. Jombang, Kota Cilegon, Banten 42423, Indonesia;Biomed Cab. Cilegon Jl. Raya Cilegon No.130, Sukmajaya, Kec. Jombang, Kota Cilegon, Banten 42423, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Biomed Cab. Cilegon
1070968;Griya Sehat JL. Waringin Kurung, Kramatwatu, Serdang, Serang, Banten 42616, Indonesia;JL. Waringin Kurung, Kramatwatu, Serdang, Serang, Banten 42616, Indonesia;Griya Sehat JL. Waringin Kurung, Kramatwatu, Serdang, Serang, Banten 42616, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Griya Sehat
1070968;Prodia Cilegon Jl. SA. Tirtayasa No.8, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Jl. SA. Tirtayasa No.8, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Prodia Cilegon Jl. SA. Tirtayasa No.8, Masigit, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Prodia Cilegon
1070968;Lab. Prodia Cilegon Jl. Sultan Ageng Tirtayasa No. 8, Cilegon - Banten 42414;Jl. Sultan Ageng Tirtayasa No. 8, Cilegon - Banten 42414;Lab. Prodia Cilegon Jl. Sultan Ageng Tirtayasa No. 8, Cilegon - Banten 42414;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Prodia Cilegon
1070968;Keluarga Suralaya Jl. Yos Sudarso No.Link, Kebonpisang, Kec. Pulomerak, Kota Cilegon, Banten 42431, Indonesia;Jl. Yos Sudarso No.Link, Kebonpisang, Kec. Pulomerak, Kota Cilegon, Banten 42431, Indonesia;Keluarga Suralaya Jl. Yos Sudarso No.Link, Kebonpisang, Kec. Pulomerak, Kota Cilegon, Banten 42431, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Keluarga Suralaya
1070968;klinik keluarga suralaya jl. cirata no.12 komplek pltu suralaya;jl. cirata no.12 komplek pltu suralaya;klinik keluarga suralaya jl. cirata no.12 komplek pltu suralaya;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Keluarga Suralaya
1070968;Insan Prima Ruko Cilegon City Square Blok I No.8, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;Ruko Cilegon City Square Blok I No.8, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;Insan Prima Ruko Cilegon City Square Blok I No.8, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Insan Prima
1070968;klinik insan prima ruko cilegon city square blok i-8, cilegon;ruko cilegon city square blok i-8, cilegon;klinik insan prima ruko cilegon city square blok i-8, cilegon;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Insan Prima
1070968;Kimia Farma 268 Pci Cilegon (Group 140) Ruko PCI, Jl. Pondok Cilegon Indah No.1, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42423, Indonesia;Ruko PCI, Jl. Pondok Cilegon Indah No.1, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42423, Indonesia;Kimia Farma 268 Pci Cilegon (Group 140) Ruko PCI, Jl. Pondok Cilegon Indah No.1, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42423, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 268 PCI Cilegon (Group 140)
1070968;klinik & apotek kf 268 pci cilegon (group 140) pondok cilegon indah blok a4 no.01cilegon - banten;pondok cilegon indah blok a4 no.01cilegon - banten;klinik & apotek kf 268 pci cilegon (group 140) pondok cilegon indah blok a4 no.01cilegon - banten;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kimia Farma 268 PCI Cilegon (Group 140)
1070968;Ikhlas Medika Iv Komplek Pondok Cilegon Indah, JL. Raya Cilegon, Blok A19/10, Ramanuju, Kec. Cilegon, Kota Cilegon, Banten 42416, Indonesia;Komplek Pondok Cilegon Indah, JL. Raya Cilegon, Blok A19/10, Ramanuju, Kec. Cilegon, Kota Cilegon, Banten 42416, Indonesia;Ikhlas Medika Iv Komplek Pondok Cilegon Indah, JL. Raya Cilegon, Blok A19/10, Ramanuju, Kec. Cilegon, Kota Cilegon, Banten 42416, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Ikhlas Medika IV
1070968;klinik ikhlas medika iv pondok cilegon indah ( pci ) blok a 19/10 cilegon;pondok cilegon indah ( pci ) blok a 19/10 cilegon;klinik ikhlas medika iv pondok cilegon indah ( pci ) blok a 19/10 cilegon;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Ikhlas Medika IV
1070968;Afina Jl. Rambutan No.12, Citangkil, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Jl. Rambutan No.12, Citangkil, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;Afina Jl. Rambutan No.12, Citangkil, Kec. Jombang, Kota Cilegon, Banten 42414, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Afina
1070968;klinik & rb afina jl. rambutan 12, pagebangan - cilegon;jl. rambutan 12, pagebangan - cilegon;klinik & rb afina jl. rambutan 12, pagebangan - cilegon;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Afina
1070968;Krakatau Medika Jl. Semang Raya No.1, Kotabumi, Kec. Purwakarta, Kota Cilegon, Banten 42434, Indonesia;Jl. Semang Raya No.1, Kotabumi, Kec. Purwakarta, Kota Cilegon, Banten 42434, Indonesia;Krakatau Medika Jl. Semang Raya No.1, Kotabumi, Kec. Purwakarta, Kota Cilegon, Banten 42434, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Krakatau Medika
1070968;rs krakatau medika jl. semang raya, cilegon - banten;jl. semang raya, cilegon - banten;rs krakatau medika jl. semang raya, cilegon - banten;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Krakatau Medika
1070968;Alfina Ruko Pondok Cilegon Indah Blok KK-I/7-8, Jl. Raya Cilegon, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;Ruko Pondok Cilegon Indah Blok KK-I/7-8, Jl. Raya Cilegon, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;Alfina Ruko Pondok Cilegon Indah Blok KK-I/7-8, Jl. Raya Cilegon, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alfina
1070968;klinik alfina ruko pondok cilegon indah, blok kk1, no.7-8;ruko pondok cilegon indah, blok kk1, no.7-8;klinik alfina ruko pondok cilegon indah, blok kk1, no.7-8;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alfina
1070968;Labora Farma Jalan Alun-Alun Utara No.23, Jombang Wetan, Kec. Jombang, Kota Cilegon, Banten 42411, Indonesia;Jalan Alun-Alun Utara No.23, Jombang Wetan, Kec. Jombang, Kota Cilegon, Banten 42411, Indonesia;Labora Farma Jalan Alun-Alun Utara No.23, Jombang Wetan, Kec. Jombang, Kota Cilegon, Banten 42411, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Labora Farma
1070968;apotik labora farma jl. alun-alun utara, no.23;jl. alun-alun utara, no.23;apotik labora farma jl. alun-alun utara, no.23;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Labora Farma
1070968;Annisa Sehat (D/H Prima Husada) Ruko City Square blok B3,B5,E3,E5, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;Ruko City Square blok B3,B5,E3,E5, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;Annisa Sehat (D/H Prima Husada) Ruko City Square blok B3,B5,E3,E5, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Annisa Sehat (D/H Prima Husada)
1070968;apotik & klinik annisa sehat(d/h prima husada) ruko cilegon city square ( samping giant-pci) blok b3;;;;;;;;;;
1070968;Kartini Lebak No.325 Blok Papanggo, Propinsi, Jl. Sunan Kalijaga, Cijoro Pasir, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42316, Indonesia;No.325 Blok Papanggo, Propinsi, Jl. Sunan Kalijaga, Cijoro Pasir, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42316, Indonesia;Kartini Lebak No.325 Blok Papanggo, Propinsi, Jl. Sunan Kalijaga, Cijoro Pasir, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42316, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Kartini Lebak
1070968;Diffa JL. Raya Labuan, Km 12, Kadumadang, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42271, Indonesia;JL. Raya Labuan, Km 12, Kadumadang, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42271, Indonesia;Diffa JL. Raya Labuan, Km 12, Kadumadang, Kec. Pandeglang, Kabupaten Pandeglang, Banten 42271, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Diffa
1070968;Klinik Diffa Jl. Raya Labuan Km.12 Ciputri Menes;Jl. Raya Labuan Km.12 Ciputri Menes;Klinik Diffa Jl. Raya Labuan Km.12 Ciputri Menes;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Diffa
1070968;klinik diffa jl.raya labuan km.12;jl.raya labuan km.12;klinik diffa jl.raya labuan km.12;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Diffa
1070968;KLINIK DIFFA JL. RAYA LABUAN KM.12 CIPUTRI MENES;JL. RAYA LABUAN KM.12 CIPUTRI MENES;KLINIK DIFFA JL. RAYA LABUAN KM.12 CIPUTRI MENES;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Diffa
1070968;Alinda Husada Jl. Raya Tanjung Lesung Km. 1 Panimbang - Pandeglang;Jl. Raya Tanjung Lesung Km. 1 Panimbang - Pandeglang;Alinda Husada Jl. Raya Tanjung Lesung Km. 1 Panimbang - Pandeglang;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alinda Husada
1070968;klinik alinda husada jl.  raya tanjung lesung km. 1 panimbang - pandeglang;jl.  raya tanjung lesung km. 1 panimbang - pandeglang;klinik alinda husada jl.  raya tanjung lesung km. 1 panimbang - pandeglang;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alinda Husada
1070968;KLINIK ALINDA HUSADA JL.  RAYA TANJUNG LESUNG KM. 1 PANIMBANG - PANDEGLANG;JL.  RAYA TANJUNG LESUNG KM. 1 PANIMBANG - PANDEGLANG;KLINIK ALINDA HUSADA JL.  RAYA TANJUNG LESUNG KM. 1 PANIMBANG - PANDEGLANG;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alinda Husada
1070968;rs alinda husada jl. raya panimbang tanjung, km.1, panimbangjaya, labuan;jl. raya panimbang tanjung, km.1, panimbangjaya, labuan;rs alinda husada jl. raya panimbang tanjung, km.1, panimbangjaya, labuan;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alinda Husada
1070968;RS ALINDA HUSADA JL. RAYA PANIMBANG TANJUNG, KM.1, PANIMBANGJAYA, LABUAN;JL. RAYA PANIMBANG TANJUNG, KM.1, PANIMBANGJAYA, LABUAN;RS ALINDA HUSADA JL. RAYA PANIMBANG TANJUNG, KM.1, PANIMBANGJAYA, LABUAN;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alinda Husada
1070968;Alfurqon Km-2 Torogong Kadu Parasi, Jl. Raya Labuan - Pandeglang, Margasana, Pagelaran, Kabupaten Pandeglang, Banten 42265, Indonesia;Km-2 Torogong Kadu Parasi, Jl. Raya Labuan - Pandeglang, Margasana, Pagelaran, Kabupaten Pandeglang, Banten 42265, Indonesia;Alfurqon Km-2 Torogong Kadu Parasi, Jl. Raya Labuan - Pandeglang, Margasana, Pagelaran, Kabupaten Pandeglang, Banten 42265, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alfurqon
1070968;klinik alfurqon jl. raya labuan km 2 torogong margasana - pandeglang;jl. raya labuan km 2 torogong margasana - pandeglang;klinik alfurqon jl. raya labuan km 2 torogong margasana - pandeglang;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Alfurqon
1070968;Bougenville Jl. Raya Labuan KM.1, Karaton, Kec. Majasari, Kabupaten Pandeglang, Banten 42218, Indonesia;Jl. Raya Labuan KM.1, Karaton, Kec. Majasari, Kabupaten Pandeglang, Banten 42218, Indonesia;Bougenville Jl. Raya Labuan KM.1, Karaton, Kec. Majasari, Kabupaten Pandeglang, Banten 42218, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Bougenville
1070968;Sehat Rabinza Ruko Garuda Blok B1-B2 No. 60, Jalan Rt Hardiwinangun, Rangkasbitung Barat, Rangkasbitung, Muara Ciujung Tim., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia;Ruko Garuda Blok B1-B2 No. 60, Jalan Rt Hardiwinangun, Rangkasbitung Barat, Rangkasbitung, Muara Ciujung Tim., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia;Sehat Rabinza Ruko Garuda Blok B1-B2 No. 60, Jalan Rt Hardiwinangun, Rangkasbitung Barat, Rangkasbitung, Muara Ciujung Tim., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Sehat Rabinza
1070968;klinik sehat rabinza jl.  hadiwinangun, pertokoan rabinza, blok b1-2;jl.  hadiwinangun, pertokoan rabinza, blok b1-2;klinik sehat rabinza jl.  hadiwinangun, pertokoan rabinza, blok b1-2;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Sehat Rabinza
1070968;KLINIK SEHAT RABINZA JL.  HADIWINANGUN, PERTOKOAN RABINZA, BLOK B1-2;JL.  HADIWINANGUN, PERTOKOAN RABINZA, BLOK B1-2;KLINIK SEHAT RABINZA JL.  HADIWINANGUN, PERTOKOAN RABINZA, BLOK B1-2;200;2147;23;51;All Levels;1.5 hours;2017-01-18T20:58:58Z;Sehat Rabinza
